Owner                          , Name                                                      , Stars , IdadeMeses, PRsMes, ReleasesMes, DiasDesdeAtualizacao, LinguagemPrincipal, TotalIssues, ClosedIssues, PercentualIssuesFechadas
pingcap                        , tidb                                                      ,  38979,        120, 276.58,        1.75,                    0, Go                ,       21364,        17293,                    80.94
Dogfalo                        , materialize                                               ,  38976,        132,   3.40,        0.31,                    0, JavaScript        ,        5222,         4599,                    88.07
vim                            , vim                                                       ,  38875,        121,   3.64,        0.00,                    0, Vim Script        ,        8958,         7446,                    83.12
zhayujie                       , chatgpt-on-wechat                                         ,  38821,         37,   7.05,        1.70,                    0, Python            ,        2002,         1699,                    84.87
go-gorm                        , gorm                                                      ,  38810,        143,   5.28,        0.04,                    0, Go                ,        6007,         5550,                    92.39
tmux                           , tmux                                                      ,  38783,        123,   0.01,        0.30,                    0, C                 ,        3727,         3672,                    98.52
ray-project                    , ray                                                       ,  38763,        107, 255.71,        1.03,                    0, Python            ,       21024,        18302,                    87.05
remoteintech                   , remote-jobs                                               ,  38750,        119,  10.84,        0.00,                    0, JavaScript        ,         190,          170,                    89.47
curl                           , curl                                                      ,  38706,        186,   1.06,        0.49,                    0, C                 ,        5169,         5161,                    99.85
aria2                          , aria2                                                     ,  38628,        178,   1.42,        0.13,                    0, C++               ,        1892,          824,                    43.55
DIYgod                         , RSSHub                                                    ,  38579,         89, 124.84,        0.00,                    0, TypeScript        ,        6109,         5750,                    94.12
makeplane                      , plane                                                     ,  38530,         34, 166.68,        1.41,                    0, TypeScript        ,        1328,          875,                    65.89
saadeghi                       , daisyui                                                   ,  38516,         58,   7.48,        1.93,                    0, Svelte            ,        1982,         1945,                    98.13
google                         , styleguide                                                ,  38480,        124,   1.57,        0.00,                    0, HTML              ,         355,          239,                    67.32
suno-ai                        , bark                                                      ,  38443,         29,   0.66,        0.00,                    0, Jupyter Notebook  ,         470,          239,                    50.85
files-community                , Files                                                     ,  38436,         80,  66.89,        1.55,                    0, C#                ,       10625,        10125,                    95.29
logseq                         , logseq                                                    ,  38382,         64,  47.97,        2.34,                    0, Clojure           ,        7928,         6724,                    84.81
trpc                           , trpc                                                      ,  38380,         62,  59.87,        3.52,                    0, TypeScript        ,        1288,         1139,                    88.43
QuivrHQ                        , quivr                                                     ,  38378,         28,  64.96,       12.64,                    0, Python            ,        1535,         1533,                    99.87
phaserjs                       , phaser                                                    ,  38336,        149,  11.60,        1.15,                    0, JavaScript        ,        4554,         4474,                    98.24
openai                         , codex                                                     ,  38282,          5, 210.60,       20.40,                    0, Rust              ,        1239,          769,                    62.07
photoprism                     , photoprism                                                ,  38282,         92,   8.86,        0.85,                    0, Go                ,        2386,         1961,                    82.19
freefq                         , free                                                      ,  38139,         63,   0.00,        0.00,                    0, N/A               ,         738,          219,                    29.67
PhilJay                        , MPAndroidChart                                            ,  38109,        137,   1.39,        0.32,                    0, Java              ,        4964,         2899,                    58.40
impress                        , impress.js                                                ,  38093,        165,   0.73,        0.09,                    0, JavaScript        ,         483,          431,                    89.23
google                         , leveldb                                                   ,  38079,        133,   0.48,        0.16,                    0, C++               ,         777,          537,                    69.11
koalaman                       , shellcheck                                                ,  38037,        154,   1.99,        0.19,                    0, Haskell           ,        2856,         1720,                    60.22
preactjs                       , preact                                                    ,  37927,        120,  16.07,        1.93,                    0, JavaScript        ,        1898,         1843,                    97.10
ccxt                           , ccxt                                                      ,  37892,        100, 134.03,        1.74,                    0, Python            ,       10936,        10106,                    92.41
appsmithorg                    , appsmith                                                  ,  37852,         63, 221.43,        4.60,                    0, TypeScript        ,       23579,        19230,                    81.56
calcom                         , cal.com                                                   ,  37849,         54, 197.56,        9.63,                    0, TypeScript        ,        8157,         7031,                    86.20
goabstract                     , Awesome-Design-Tools                                      ,  37778,         79,   3.58,        0.00,                    0, JavaScript        ,          45,           25,                    55.56
karanpratapsingh               , system-design                                             ,  37738,         37,   0.30,        0.00,                    0, N/A               ,          22,           21,                    95.45
2noise                         , ChatTTS                                                   ,  37718,         16,  13.44,        0.38,                    0, Python            ,         657,          592,                    90.11
novuhq                         , novu                                                      ,  37700,         49, 124.10,        1.27,                    0, TypeScript        ,        1623,         1498,                    92.30
cloudcommunity                 , Free-Certifications                                       ,  37672,         62,   1.84,        0.00,                    0, N/A               ,         107,           69,                    64.49
gto76                          , python-cheatsheet                                         ,  37631,         92,   0.15,        0.00,                    0, Python            ,          65,           60,                    92.31
menloresearch                  , jan                                                       ,  37621,         25, 108.24,        3.52,                    0, TypeScript        ,        2897,         2748,                    94.86
docling-project                , docling                                                   ,  37619,         14,  38.21,        8.64,                    0, Python            ,        1145,          635,                    55.46
gofiber                        , fiber                                                     ,  37563,         68,  26.84,        1.88,                    0, Go                ,        1573,         1496,                    95.10
FreeCodeCampChina              , freecodecamp.cn                                           ,  37487,        108,   0.51,        0.00,                    0, CSS               ,         586,          445,                    75.94
ant-design                     , ant-design-pro                                            ,  37480,         97,  10.41,        0.27,                    0, TypeScript        ,        9758,         9602,                    98.40
LAION-AI                       , Open-Assistant                                            ,  37460,         33,  48.88,        3.85,                    0, Python            ,        1646,         1419,                    86.21
DataExpert-io                  , data-engineer-handbook                                    ,  37428,         22,   7.77,        0.00,                    0, Jupyter Notebook  ,          77,           64,                    83.12
fastapi                        , full-stack-fastapi-template                               ,  37414,         79,   5.22,        0.13,                    0, TypeScript        ,         430,          385,                    89.53
crewAIInc                      , crewAI                                                    ,  37408,         23,  41.65,        4.35,                    0, Python            ,        1500,         1448,                    96.53
payloadcms                     , payload                                                   ,  37286,         56, 104.64,        9.34,                    0, TypeScript        ,        3779,         3390,                    89.71
freeCodeCamp                   , devdocs                                                   ,  37285,        143,   6.49,        0.00,                    0, Ruby              ,        1233,         1042,                    84.51
lapce                          , lapce                                                     ,  37267,         91,  12.87,        0.36,                    0, Rust              ,        1981,         1180,                    59.57
eugenp                         , tutorials                                                 ,  37246,        149,  89.91,        0.00,                    0, Java              ,         789,          772,                    97.85
istio                          , istio                                                     ,  37209,        106, 268.90,        3.74,                    0, Go                ,       21191,        20744,                    97.89
naptha                         , tesseract.js                                              ,  37171,        123,   1.59,        0.46,                    0, JavaScript        ,         727,          696,                    95.74
Aider-AI                       , aider                                                     ,  37170,         28,   9.43,        3.32,                    0, Python            ,        3714,         2697,                    72.62
Kong                           , insomnia                                                  ,  37072,        113,  29.93,        4.67,                    0, TypeScript        ,        3888,         3203,                    82.38
TencentARC                     , GFPGAN                                                    ,  37047,         54,   0.26,        0.15,                    0, Python            ,         501,          134,                    26.75
dotnet                         , aspnetcore                                                ,  37037,        138, 129.07,        1.87,                    0, C#                ,       37672,        34195,                    90.77
denysdovhan                    , wtfjs                                                     ,  37025,         98,   1.28,        0.26,                    0, JavaScript        ,         117,           95,                    81.20
google                         , googletest                                                ,  36992,        122,   6.66,        0.09,                    0, C++               ,        2324,         1980,                    85.20
0voice                         , interview_internal_reference                              ,  36987,         75,   0.47,        0.00,                    0, Python            ,          49,           19,                    38.78
siyuan-note                    , siyuan                                                    ,  36985,         61,   8.07,       13.38,                    0, TypeScript        ,       15012,        14601,                    97.26
milvus-io                      , milvus                                                    ,  36947,         72, 317.74,        1.82,                    0, Go                ,       14120,        13494,                    95.57
inkonchain                     , docs                                                      ,  36942,         16,  24.56,        0.00,                    0, MDX               ,          33,           13,                    39.39
inkonchain                     , node                                                      ,  36904,         16,   2.19,        0.38,                    0, Shell             ,          24,           13,                    54.17
facebookresearch               , faiss                                                     ,  36898,        103,   1.33,        0.19,                    0, C++               ,        2675,         2446,                    91.44
NervJS                         , taro                                                      ,  36881,         89,  38.24,        2.26,                    0, TypeScript        ,       12598,        11061,                    87.80
inkonchain                     , ink-kit                                                   ,  36816,         10,   9.00,        0.00,                    0, TypeScript        ,           5,            3,                    60.00
halo-dev                       , halo                                                      ,  36803,         90,  29.09,        2.51,                    0, Java              ,        4333,         4030,                    93.01
huihut                         , interview                                                 ,  36730,         91,   0.40,        0.00,                    0, C++               ,          66,           65,                    98.48
exacity                        , deeplearningbook-chinese                                  ,  36709,        105,   0.15,        0.07,                    0, TeX               ,         203,          139,                    68.47
vlang                          , v                                                         ,  36687,         79, 155.76,        3.49,                    0, V                 ,        9720,         8625,                    88.73
alibaba                        , arthas                                                    ,  36679,         85,   6.36,        0.69,                    0, Java              ,        2096,         1723,                    82.20
AobingJava                     , JavaFamily                                                ,  36631,         70,   0.03,        0.00,                    0, N/A               ,          65,           60,                    92.31
usebruno                       , bruno                                                     ,  36618,         36,  36.25,        3.92,                    0, JavaScript        ,        3098,         1886,                    60.88
babysor                        , MockingBird                                               ,  36605,         49,   1.63,        0.02,                    0, Python            ,         888,          412,                    46.40
satwikkansal                   , wtfpython                                                 ,  36595,         97,   1.16,        0.02,                    0, Python            ,         223,          157,                    70.40
zbezj                          , HEU_KMS_Activator                                         ,  36592,         75,   0.00,        0.64,                    0, N/A               ,         184,           28,                    15.22
NanmiCoder                     , MediaCrawler                                              ,  36568,         27,   3.74,        0.00,                    0, Python            ,         495,          395,                    79.80
httpie                         , cli                                                       ,  36508,        163,   2.49,        0.29,                    0, Python            ,         902,          722,                    80.04
chatboxai                      , chatbox                                                   ,  36458,         30,   2.37,        1.57,                    0, TypeScript        ,        2285,         1446,                    63.28
openai                         , gym                                                       ,  36452,        113,   8.83,        0.17,                    0, Python            ,        1838,         1726,                    93.91
hiroi-sora                     , Umi-OCR                                                   ,  36408,         42,   1.33,        0.74,                    0, Python            ,         784,          512,                    65.31
ToolJet                        , ToolJet                                                   ,  36399,         54, 124.26,        6.04,                    0, JavaScript        ,        5006,         4379,                    87.48
google-research                , google-research                                           ,  36282,         83,   0.35,        0.00,                    0, Jupyter Notebook  ,        1403,          343,                    24.45
nushell                        , nushell                                                   ,  36277,         76, 104.21,        1.47,                    0, Rust              ,        6665,         5222,                    78.35
rapid7                         , metasploit-framework                                      ,  36273,        169,  67.21,        0.00,                    0, Ruby              ,        6284,         5845,                    93.01
open-guides                    , og-aws                                                    ,  36227,        110,   4.53,        0.00,                    0, Shell             ,         227,           87,                    38.33
microsoft                      , ai-agents-for-beginners                                   ,  36088,         10,  17.40,        0.00,                    0, Jupyter Notebook  ,          67,           58,                    86.57
date-fns                       , date-fns                                                  ,  36086,        131,   8.15,        0.93,                    0, TypeScript        ,        1999,         1368,                    68.43
shadowsocks                    , shadowsocks-android                                       ,  36085,        153,   1.67,        1.21,                    0, Kotlin            ,        2505,         2457,                    98.08
docker                         , compose                                                   ,  36080,        141,  25.23,        1.87,                    0, Go                ,        8123,         8053,                    99.14
opentofu                       , manifesto                                                 ,  36077,         25,  30.60,        0.00,                    0, HTML              ,          26,           14,                    53.85
lerna                          , lerna                                                     ,  36018,        117,   8.53,        2.09,                    0, TypeScript        ,        2678,         2277,                    85.03
chatchat-space                 , Langchain-Chatchat                                        ,  36005,         30,  20.50,        1.03,                    0, TypeScript        ,        4190,         4090,                    97.61
imputnet                       , cobalt                                                    ,  35985,         38,   6.39,        0.00,                    0, Svelte            ,         946,          779,                    82.35
HeyPuter                       , puter                                                     ,  35953,         18,  33.56,        0.44,                    0, JavaScript        ,         703,          531,                    75.53
zen-browser                    , desktop                                                   ,  35933,         18,  28.00,        6.61,                    0, C++               ,        7080,         6651,                    93.94
XingangPan                     , DragGAN                                                   ,  35908,         28,   0.64,        0.00,                    0, Python            ,         191,           46,                    24.08
SheetJS                        , sheetjs                                                   ,  35893,        153,   0.69,        0.00,                    0, N/A               ,        2386,         2267,                    95.01
formulahendry                  , 955.WLB                                                   ,  35875,         78,   0.23,        0.00,                    0, N/A               ,         263,           82,                    31.18
geekxh                         , hello-algorithm                                           ,  35755,         64,   0.41,        0.00,                    0, Java              ,          44,           33,                    75.00
typeorm                        , typeorm                                                   ,  35743,        115,  18.95,        0.33,                    0, TypeScript        ,        8410,         6060,                    72.06
carbon-app                     , carbon                                                    ,  35667,         99,   6.75,        2.17,                    0, JavaScript        ,         687,          627,                    91.27
koajs                          , koa                                                       ,  35615,        146,   3.58,        0.06,                    0, JavaScript        ,         926,          909,                    98.16
kilimchoi                      , engineering-blogs                                         ,  35599,        123,   5.54,        0.00,                    0, Ruby              ,          97,           74,                    76.29
hankcs                         , HanLP                                                     ,  35572,        131,   0.60,        0.47,                    0, Python            ,        1429,         1421,                    99.44
mindsdb                        , mindsdb                                                   ,  35506,         85,  63.38,        3.67,                    0, Python            ,        4312,         4266,                    98.93
PKUanonym                      , REKCARC-TSC-UHT                                           ,  35499,         77,   2.22,        0.00,                    0, HTML              ,          32,           30,                    93.75
markedjs                       , marked                                                    ,  35489,        170,   9.16,        0.92,                    0, TypeScript        ,        1605,         1593,                    99.25
alvarotrigo                    , fullPage.js                                               ,  35468,        144,   2.22,        0.73,                    0, JavaScript        ,        4131,         3999,                    96.80
airbnb                         , lottie-android                                            ,  35457,        107,   6.66,        0.55,                    0, Java              ,        1780,         1745,                    98.03
jondot                         , awesome-react-native                                      ,  35351,        126,   7.24,        0.00,                    0, JavaScript        ,          73,           36,                    49.32
spacedriveapp                  , spacedrive                                                ,  35334,         48,  39.19,        0.54,                    0, TypeScript        ,         508,          388,                    76.38
nativefier                     , nativefier                                                ,  35289,        122,   2.14,        0.81,                    0, TypeScript        ,        1237,          982,                    79.39
twentyhq                       , twenty                                                    ,  35256,         33, 222.48,        1.39,                    0, TypeScript        ,        5284,         5066,                    95.87
junegunn                       , vim-plug                                                  ,  35203,        144,   1.23,        0.06,                    0, Vim Script        ,        1037,          966,                    93.15
sqlmapproject                  , sqlmap                                                    ,  35195,        159,   1.09,        0.06,                    0, Python            ,        5350,         5303,                    99.12
pola-rs                        , polars                                                    ,  35168,         64, 180.83,        3.56,                    0, Rust              ,       11375,         8788,                    77.26
huggingface                    , pytorch-image-models                                      ,  35163,         79,   6.06,        0.87,                    0, Python            ,         998,          947,                    94.89
alebcay                        , awesome-shell                                             ,  35120,        134,   2.29,        0.00,                    0, N/A               ,          62,           23,                    37.10
sahat                          , hackathon-starter                                         ,  35057,        142,   2.51,        0.12,                    0, JavaScript        ,         681,          671,                    98.53
yeongpin                       , cursor-free-vip                                           ,  35044,          8,   9.25,        8.62,                    0, Python            ,        1042,          475,                    45.59
ghostty-org                    , ghostty                                                   ,  35023,         42,  63.69,        0.02,                    0, Zig               ,        1811,         1649,                    91.05
unknwon                        , the-way-to-go_ZH_CN                                       ,  35021,        150,   3.95,        0.00,                    0, Go                ,           0,            0,                     0.00
mudler                         , LocalAI                                                   ,  35010,         30, 132.50,        2.77,                    0, Go                ,        1090,          737,                    67.61
TeamNewPipe                    , NewPipe                                                   ,  34967,        120,  13.88,        1.14,                    0, Java              ,        9653,         8425,                    87.28
bumptech                       , glide                                                     ,  34944,        146,   4.04,        0.36,                    0, Java              ,        4493,         3930,                    87.47
fengdu78                       , Coursera-ML-AndrewNg-Notes                                ,  34908,         94,   0.15,        0.00,                    0, HTML              ,          68,           15,                    22.06
outline                        , outline                                                   ,  34896,        112,  30.19,        1.33,                    0, TypeScript        ,        3522,         3433,                    97.47
charmbracelet                  , bubbletea                                                 ,  34894,         68,   9.25,        0.91,                    0, Go                ,         372,          296,                    79.57
doocs                          , leetcode                                                  ,  34873,         84,  49.10,        0.25,                    0, Java              ,          56,           56,                   100.00
reworkd                        , AgentGPT                                                  ,  34856,         29,  18.59,        0.41,                    0, TypeScript        ,         467,          337,                    72.16
roboflow                       , supervision                                               ,  34551,         34,  28.44,        0.97,                    0, Python            ,         489,          415,                    84.87
sorrycc                        , awesome-javascript                                        ,  34542,        134,   2.94,        0.00,                    0, N/A               ,          93,           88,                    94.62
BVLC                           , caffe                                                     ,  34525,        144,   7.55,        0.10,                    1, C++               ,        4801,         3902,                    81.27
fastify                        , fastify                                                   ,  34477,        108,  29.04,        2.76,                    0, JavaScript        ,        2095,         2016,                    96.23
huiyadanli                     , RevokeMsgPatcher                                          ,  34473,         74,   0.15,        0.28,                    0, C#                ,         903,          858,                    95.02
ManimCommunity                 , manim                                                     ,  34453,         64,  30.09,        0.45,                    0, Python            ,        1687,         1310,                    77.65
netty                          , netty                                                     ,  34402,        178,  25.03,        0.00,                    0, Java              ,        6723,         6111,                    90.90
chenfei-wu                     , TaskMatrix                                                ,  34401,         30,   0.70,        0.00,                    0, Python            ,         357,          136,                    38.10
nodejs                         , node-v0.x-archive                                         ,  34375,        196,   1.11,        0.00,                    1, N/A               ,        6379,         6379,                   100.00
fxsjy                          , jieba                                                     ,  34358,        156,   0.62,        0.06,                    0, Python            ,         867,          229,                    26.41
karpathy                       , LLM101n                                                   ,  34319,         16,   0.00,        0.00,                    0, N/A               ,           0,            0,                     0.00
portainer                      , portainer                                                 ,  34315,        112,  42.66,        1.46,                    0, TypeScript        ,        5906,         5285,                    89.49
jaredpalmer                    , formik                                                    ,  34292,         99,   8.37,        1.98,                    0, TypeScript        ,        2260,         1558,                    68.94
myshell-ai                     , OpenVoice                                                 ,  34286,         22,   0.77,        0.00,                    0, Python            ,         319,           67,                    21.00
llvm                           , llvm-project                                              ,  34272,        105, 542.21,        1.30,                    0, LLVM              ,       86874,        60426,                    69.56
xitu                           , gold-miner                                                ,  34255,        118,  30.19,        0.00,                    1, N/A               ,        5601,         5592,                    99.84
geekan                         , HowToLiveLonger                                           ,  34238,         41,   0.34,        0.00,                    0, N/A               ,         138,          103,                    74.64
jaywcjlove                     , linux-command                                             ,  34218,        106,   3.39,        0.29,                    0, Markdown          ,         207,          133,                    64.25
solidjs                        , solid                                                     ,  34175,         89,   4.33,        0.39,                    0, TypeScript        ,        1097,          997,                    90.88
zenorocha                      , clipboard.js                                              ,  34164,        120,   0.97,        0.35,                    0, JavaScript        ,         629,          618,                    98.25
anoma                          , anoma                                                     ,  34117,         55,  15.56,        0.18,                    0, Elixir            ,         699,          578,                    82.69
typicode                       , husky                                                     ,  34074,        135,   1.94,        0.59,                    0, JavaScript        ,        1090,         1016,                    93.21
testerSunshine                 , 12306                                                     ,  34046,        100,   0.31,        0.01,                    1, Python            ,         691,          466,                    67.44
laravel                        , framework                                                 ,  34035,        152, 109.97,        5.68,                    0, PHP               ,       18899,        18852,                    99.75
atlassian                      , react-beautiful-dnd                                       ,  34030,         97,   5.46,        0.70,                    1, JavaScript        ,        1617,         1045,                    64.63
python-poetry                  , poetry                                                    ,  33896,         91,  25.67,        1.56,                    0, Python            ,        6239,         5723,                    91.73
xkcoding                       , spring-boot-demo                                          ,  33881,         94,   0.16,        0.00,                    0, Java              ,         173,           73,                    42.20
geekcomputers                  , Python                                                    ,  33846,        166,  11.20,        0.00,                    0, Python            ,         493,          150,                    30.43
zsh-users                      , zsh-autosuggestions                                       ,  33730,        143,   0.81,        0.00,                    0, Shell             ,         612,          458,                    74.84
deepseek-ai                    , awesome-deepseek-integration                              ,  33694,         20,  11.50,        0.00,                    0, N/A               ,         128,           40,                    31.25
halfrost                       , LeetCode-Go                                               ,  33666,         98,   1.82,        0.04,                    0, Go                ,          80,           64,                    80.00
shadowsocks                    , shadowsocks                                               ,  33658,        161,   0.43,        0.01,                    0, Python            ,           0,            0,                     0.00
Blankj                         , AndroidUtilCode                                           ,  33631,        110,   0.80,        1.06,                    0, Java              ,        1589,         1280,                    80.55
alibaba                        , easyexcel                                                 ,  33610,         91,   2.09,        0.15,                    0, Java              ,        3620,         3131,                    86.49
aseprite                       , aseprite                                                  ,  33592,        133,   3.14,        0.89,                    0, C++               ,        4313,         2516,                    58.34
ShareX                         , ShareX                                                    ,  33583,        143,   5.25,        0.58,                    0, C#                ,        6909,         6384,                    92.40
TheAlgorithms                  , JavaScript                                                ,  33577,         98,   8.11,        0.00,                    0, JavaScript        ,         209,          200,                    95.69
zxing                          , zxing                                                     ,  33565,        167,   1.94,        0.19,                    0, Java              ,        1327,         1322,                    99.62
AFNetworking                   , AFNetworking                                              ,  33551,        172,   4.13,        0.23,                    0, Objective-C       ,           0,            0,                     0.00
veggiemonk                     , awesome-docker                                            ,  33551,        132,   7.12,        0.01,                    0, N/A               ,         130,          127,                    97.69
mattermost                     , mattermost                                                ,  33534,        123, 156.93,        6.90,                    0, TypeScript        ,        9054,         8381,                    92.57
exelban                        , stats                                                     ,  33506,         76,   5.39,        4.00,                    0, Swift             ,        2194,         2174,                    99.09
RSSNext                        , Folo                                                      ,  33458,         17,  74.47,        4.18,                    0, TypeScript        ,        2288,         2061,                    90.08
ryanhanwu                      , How-To-Ask-Questions-The-Smart-Way                        ,  33430,        126,   0.78,        0.00,                    0, JavaScript        ,          29,           20,                    68.97
PatrickJS                      , awesome-cursorrules                                       ,  33400,         12,   5.50,        0.00,                    0, MDX               ,          43,            8,                    18.60
pathwaycom                     , pathway                                                   ,  33371,         34,   0.15,        2.24,                    0, Python            ,          98,           55,                    56.12
ehang-io                       , nps                                                       ,  33353,         82,   0.90,        0.72,                    0, Go                ,        1200,          697,                    58.08
Pythagora-io                   , gpt-pilot                                                 ,  33341,         25,  15.72,        0.00,                    0, Python            ,         550,          314,                    57.09
jax-ml                         , jax                                                       ,  33339,         83, 184.11,        1.52,                    0, Python            ,        6493,         4891,                    75.33
XX-net                         , XX-Net                                                    ,  33307,        128,   2.84,        3.05,                    1, Python            ,       13324,         5406,                    40.57
danielmiessler                 , Fabric                                                    ,  33292,         20,  22.40,       13.05,                    0, JavaScript        ,         747,          707,                    94.65
mifi                           , lossless-cut                                              ,  33286,        107,   1.89,        0.93,                    0, TypeScript        ,        1636,         1430,                    87.41
carbon-language                , carbon-lang                                               ,  33196,         65,  67.34,        6.51,                    0, C++               ,         717,          561,                    78.24
harness                        , harness                                                   ,  33177,        139,   7.53,        0.38,                    0, Go                ,        2007,         1933,                    96.31
adobe                          , brackets                                                  ,  33154,        165,  26.25,        0.42,                    0, JavaScript        ,        9683,         7066,                    72.97
SeleniumHQ                     , selenium                                                  ,  33095,        152,  20.01,        0.71,                    0, Java              ,       10953,        10794,                    98.55
immutable-js                   , immutable-js                                              ,  33069,        134,   4.47,        0.66,                    0, TypeScript        ,        1262,         1169,                    92.63
gulpjs                         , gulp                                                      ,  33064,        146,   2.82,        0.16,                    2, JavaScript        ,        1937,         1908,                    98.50
YunaiV                         , ruoyi-vue-pro                                             ,  33062,         56,   1.14,        0.82,                    0, Java              ,         656,          654,                    99.70
hashicorp                      , vault                                                     ,  33047,        127, 167.76,        1.33,                    0, Go                ,        6387,         5245,                    82.12
qishibo                        , AnotherRedisDesktopManager                                ,  33030,         80,   1.90,        0.66,                    0, JavaScript        ,        1067,          929,                    87.07
bilibili                       , ijkplayer                                                 ,  33004,        147,   0.24,        0.00,                    0, C                 ,        5376,         2548,                    47.40
lllyasviel                     , ControlNet                                                ,  32990,         31,   0.13,        0.00,                    0, Python            ,         569,          138,                    24.25
CMU-Perceptual-Computing-Lab   , openpose                                                  ,  32984,        101,   1.72,        0.15,                    0, C++               ,        2004,         1667,                    83.18
bayandin                       , awesome-awesomeness                                       ,  32842,        134,   1.47,        0.00,                    0, Ruby              ,          68,           52,                    76.47
shadowsocks                    , ShadowsocksX-NG                                           ,  32833,        111,   0.58,        0.27,                    0, Swift             ,        1359,         1050,                    77.26
AmruthPillai                   , Reactive-Resume                                           ,  32811,         66,   9.59,        1.44,                    0, TypeScript        ,        1574,         1248,                    79.29
